id,GPStime,centralFreq,peakFreq,snr,ifo,bandwidth,duration
VSigltLNED,1136034684.438,3814.46,53.224,11.142,H1,7593.018555,2
Qhc496axwB,1133101828.285,376.485,211.477,18.279,H1,622.957153,0.125
KuJZ0AXo0r,1132154714.954,288.703,170.654,13.412,H1,532.917053,0.375
0a4jJojYry,1127667756.747,1737.401,121.663,189.745,H1,3410.80127,1.274
c2rYXQbUrw,1135975518.508,72.976,58.294,38.448,L1,101.463013,1.25
kRhT7zGHVd,1132154169.547,3546.861,12.239,23.389,L1,7081.436035,3
r0fwzQbsfX,1137078807.063,13.601,10.771,10.713,H1,17.287951,2.125
5PpLZvCahu,1137225435.709,3499.096,1527.022,9.744,L1,4048.460205,0.143
jhHnZ45a8E,1127305887.685,1212.732,276.75,218.017,H1,2361.463379,2.25
34DWentUQv,1132763610.423,1817.951,111.128,95.062,H1,3606.931152,1.625
FD9jCDxkkl,1132234811.438,11.197,11.52,8.981,H1,7.16917,1.625
QdqqyTU5X2,1129379988.396,1972.764,53.485,1172.795,H1,3881.52832,8.125
oCZcMdZ5XL,1132672612.7,1266.862,324.754,15.456,H1,2449.060303,0.083
K5jy3BfAU0,1135543423.648,3979.047,16.125,21.525,L1,7942.870605,3
h1epXq5GT8,1132757355.202,460.386,211.477,31.364,H1,852.451477,0.313
3SR9iPJRNt,1132625454.414,1072.786,402.439,73.058,H1,2122.194336,2.045
1tPPFEVwo7,1130298444.906,3238.575,102.199,8.213,L1,6316.036133,3.295
vzglkmI7Fh,1137226583.1,3107.99,1527.022,9.584,L1,3266.247314,0.26
zE10K5PjRi,1130399840.758,3302.09,16.125,15.107,L1,6596.180664,1.563
4KUTtEsqpy,1134156753.938,2961.222,11.913,7.549,L1,5901.928711,2.111
j5LInv4Q8c,1132161910.721,351.225,58.396,79.356,H1,673.478333,1.375
zpRQdmvuDi,1132332433.517,2456.384,170.654,126.026,L1,4904.768555,3.75
5c51f4npHq,1131271611.875,2480.896,33.174,12.954,H1,4918.910156,1.75
eMwvkPgT5h,1127321469.358,444.386,149.414,79.504,H1,824.772766,0.344
ho0dsZsYpz,1129802398.323,1551.999,2025.31,8.929,H1,3015.45459,0.129
4qAQKkmc9U,1128404144.527,144.642,120.558,8.713,L1,155.97995,0.039
ap4xEck1U0,1132952968.618,384.261,211.477,9.287,H1,607.406616,0.031
n2uOcudO4d,1135870474.724,2817.138,498.708,70.912,H1,5610.897461,2.135
6X3NXw513Y,1133377118.938,146.277,49.816,15.234,H1,276.549866,2
Tkf9yQF52w,1134319803.814,535.479,72.366,161.189,L1,1041.985962,2.5
DpjuJRgHD9,1136005674.407,3005.522,211.477,127.287,H1,5982.073242,1.375
sWOVFMeQRZ,1130393793.68,2631.617,13.013,18.416,L1,5248.009766,1.5
C1zIgxI1XA,1135334186.693,112.066,72.366,9.935,H1,155.81163,0.047
l8e7Om8QOg,1128074554.905,204.324,99.067,12.936,H1,344.648926,0.094
5NLfZBKY5E,1132621550.651,2084.064,170.654,59.243,L1,4112.995605,0.564
P4GvgwtQZY,1128327500.641,60.527,60.799,12.883,H1,24.528191,0.75
u84svOMuu1,1132602181.886,206.987,137.711,10.726,H1,309.057831,0.063
JN4LS9p2SU,1136274213.875,3977.72,10.179,27.541,L1,7945.525879,6
02r7PgJFWL,1132382656.705,120.555,89.676,14.875,H1,229.721466,2.25
y7XwfoLdo1,1127657566.805,448.036,225.349,25.184,L1,817.473694,0.313
214sFDYSUn,1135039262.094,2344.961,21.083,9.362,H1,4654.02002,1.298
07CiWjTCiO,1131612954.781,1692.599,38.713,8.263,H1,3340.708252,1.318
jEXS0UZ68g,1130211661.281,61.445,60.429,13.866,H1,38.22551,1.125
3ql7CfxpEr,1129751868.888,2070.866,1996.2,7.704,H1,2179.118164,0.043
m31UnTUE17,1131338639.172,68.912,61.747,12.056,H1,32.907688,0.75
PHSqVL72Cw,1134493370.625,1467.703,26.944,10.284,H1,2899.503662,2.014
43hGJR8KQm,1132052056.506,2507.083,72.366,144.128,L1,4990.788086,2
nBwqmAFQXl,1133110180.984,1026.397,498.708,25.736,L1,1968.130981,0.125
L0X5B9qqWb,1134312757.219,3575.93,262.065,4068.207,H1,7143.859863,12.625
puf0fYUW2v,1128879175.612,1212.732,121.663,67.833,L1,2361.463379,1
Is2ypqC5rs,1131611792.813,3512.454,64.915,8.335,L1,6904.587402,0.752
1C30ktRFEH,1135144467.625,3458.982,11.327,80.285,L1,6905.679688,9.832
mukAcpesd0,1133934524.432,3296.161,205.675,84.109,H1,6568.942871,2.25
pFph51SVbG,1130207984.375,10.665,10.179,15.005,L1,7.64025,0.984
FdpX9A71Zj,1134321733.375,3023.613,32.862,15.927,H1,6028.360352,6.25
MbYefFzUVU,1132507038.109,2959.164,12.239,26.803,L1,5906.043457,5
NdLCHYxWEm,1135752365.875,3202.856,12.382,7.737,H1,6387.475098,7
3XMCkD5HlQ,1127790002.641,60.527,59.089,12.768,H1,24.528191,0.688
p6VkPhR8pi,1128937634.334,444.386,339.876,18.653,H1,824.772766,0.141
BXXzOsJAvr,1133297119.813,3002.085,30.711,17.597,H1,5988.947266,5.094
cG8qhwZzGb,1127989079.131,1916.919,53.485,1251.954,H1,3769.838623,7.027
BtW9Cs6OuC,1132728123.377,1026.397,402.439,34.049,H1,1968.130981,0.375
3GFm4GcMp8,1129501934.508,1563.55,46.733,1024.476,H1,3063.098877,6.188
AuERKp9IT5,1128404115.277,166.702,120.558,8.069,L1,111.860588,0.039
Iv7TfUinPg,1127316933.217,710.042,1151.55,13.118,H1,1088.924316,0.542
CpnhlQrDQu,1132780733.703,837.414,324.754,10.96,H1,1569.912109,0.014
ivB7DUb35U,1133298766.547,1910.996,324.754,59.623,H1,3777.503174,0.75
ajw0Ufx9Zk,1137220389.451,1796.419,1527.022,15.461,L1,1568.646362,0.078
Ir4cnSf0GN,1136207855.18,3828.924,463.93,10.304,L1,6808.554199,0.884
Bdf7R6qjBz,1136397465.859,2410.886,10.501,11.99,L1,4811.85791,1.033
9chpaKCyVE,1127521452.269,452.518,183.495,42.756,H1,808.509766,0.188
IGQMr8Hv3D,1128776358.806,1891.203,183.495,2580.898,H1,3718.40625,13.5
lUUxtg0Y4r,1129282711.461,74.542,57.881,11.024,H1,70.486023,0.313
XEZrIcNFgX,1136642071.126,3877.85,111.128,14.057,H1,7700.567383,0.078
jsH21KnYwr,1129345483.208,106.922,99.067,8.041,L1,117.316963,1.191
voAsDpwJb3,1127308575.774,1521.968,99.067,41.746,H1,2979.936523,1.063
pHrJw1NhgY,1129802382.874,1804.576,2025.31,17.158,H1,3463.570313,0.039
bUwrCdtfiB,1136439867.787,1654.726,72.366,16.116,H1,3294.227783,1.5
D3sClY1TPI,1129802201.552,1838.466,2025.31,21.328,H1,3612.932861,0.188
JMhsJQrr5f,1130094132.932,265.501,219.058,8.139,H1,192.030609,0.197
tFLhELwfsD,1128393258.533,60.697,53.485,8.87,H1,57.394569,0.125
wNaaKSpsCz,1133885962.813,1212.291,11.52,9.279,L1,2406.345215,1
xJljRgFJNH,1131155780.886,232.973,137.711,14.649,H1,430.044647,0.125
znhAKwGKrp,1135118087.703,3518.528,10.501,13.546,L1,7024.77002,1.445
aJZeaBErVf,1135738030.305,2473.247,13.013,12.925,L1,4934.208008,2.5
zqsv48frMo,1127217825.375,1204.031,225.349,41.342,L1,2344.061279,0.281
EXJxfDKrgX,1133272942.45,2631.75,137.711,45.855,H1,5208.367188,0.5
pDmG6QpUQQ,1133226609.214,824.968,170.654,26.815,H1,1594.804199,0.313
XaL6nKA76t,1129979699.531,60.351,64.892,7.69,L1,15.78638,0.5
zyrTO9FwMi,1135818894.509,3175.442,137.711,209.14,H1,6321.912598,1.5
Gqwe3zDFES,1133891832.875,3977.241,17.681,16.364,L1,7946.48291,7.83
yQMIQSQIvc,1127505996.406,65.03,65.52,8.214,L1,10.9851,0.5
Q9QtEun2TN,1135934861.571,2644.891,170.654,26.976,H1,5221.461426,0.51
b025nbSsov,1129344470.236,131.31,111.062,8.772,L1,144.076462,1.313
oNBk8kwr0R,1135124065.813,3979.047,10.416,16.64,L1,7942.870605,4
PpLttsMr4v,1133689316.625,3000.758,32.552,12.36,H1,5991.602051,4
OFxUy4so21,1135777575.903,206.987,137.711,15.312,L1,309.057831,0.078
XFECxWY6VS,1131404783.574,2373.628,211.477,1876.296,H1,4734.970215,5
X9df9oQQo4,1134791809.531,2092.19,11.319,9.406,H1,4169.15625,2.25
udVPUUQR7j,1129037105.656,61.497,60.945,8.247,H1,3.91992,1.125
YGETMsUiwc,1131373923.831,1250.235,170.654,8.727,H1,2482.314453,0.625
nyjwSJW0pm,1132628540.813,63.657,64.915,9.114,L1,6.99351,0.75
BJ9KwLZuOr,1127937709.508,1972.764,225.349,1630.141,H1,3881.52832,13
2QC7Snhgtp,1136457101.471,245.06,89.676,10.303,H1,405.870361,0.047
KHfsNlmLkM,1132903987.896,554.465,170.654,25.704,H1,1004.013428,0.188
o5bze0zcI3,1132018495.563,65.079,64.915,7.517,L1,1.52563,0.625
FVNrIIhrKt,1133052822.234,3979.047,15.488,26.485,L1,7942.870605,2.04
zGYO4mx5vI,1135751018.538,376.485,170.654,18.393,L1,622.957153,0.125
dWnBy02eCS,1132947672.625,2379.321,18.651,8.426,L1,4723.584961,2.5
bFdl4JOEnf,1126690555.465,247.28,43.551,39.478,H1,430.560944,1.125
RTxvdSgDaW,1133978757.182,2233.051,72.366,23.644,H1,4454.712402,4
klWXu9y9la,1126557742.594,64.428,65.52,8.033,L1,5.51028,0.688
LlWsSmEHD4,1126888185.524,1661.541,512.608,31.873,H1,3226.555176,0.125
FE6S3Qxoiv,1128264018.799,1684.695,65.684,10.624,H1,3305.390625,0.375
QAUpa4vmNr,1130680649.259,671.677,402.439,27.644,H1,1275.033447,0.625
QLCR06VDta,1133145242.656,1584.216,82.224,8.136,L1,3006.299805,0.5
88IRJq4mXP,1135593716.734,12.047,10.501,8.381,L1,11.80815,1.125
sTlD4J5kiW,1134987451.797,2435.093,10.501,7.801,L1,4854.962402,0.313
HRmg3CFXQP,1132718640.792,3386.983,262.065,2620.598,H1,6765.966309,5.867
NFsjCeyDet,1132642847.324,4092.949,645.911,13.238,L1,7715.066895,0.872
LrzTI24FVs,1134899563.97,3160.882,170.654,28.745,H1,6191.75,0.296
hL9imnfcc2,1136405230.571,2374.363,111.128,14.621,H1,4733.500977,1.443
Xsux1UyalH,1126790390.641,43.484,46.183,7.866,H1,22.968491,0.375
ajm1EQZnpL,1130023217.382,2373.035,262.065,1057.29,H1,4736.15625,5.875
1nPwoPkK4U,1132603586.143,1249.502,262.065,187.358,H1,2483.780273,1.492
HfyROOxmtC,1134586022.906,3518.528,10.88,21.729,L1,7024.77002,3.049
jzvTf8e53J,1135431703.501,222.515,206.402,9.869,H1,138.42984,0.156
ozXYhsjaDc,1134918140.906,3979.047,17.597,85.62,L1,7942.870605,3.5
SLfGgEiHsM,1136271831.375,3977.241,10.072,30.806,L1,7946.48291,10.5
mKsiteFt9B,1129712648.658,146.371,123.754,7.895,L1,113.953499,0.719
Hfuy5HEUrx,1132677688.688,437.389,111.128,33.391,H1,830.289307,0.5
XPPtD6NFb4,1132771527.792,310.084,262.065,14.418,H1,490.155029,0.055
7DIZM0cDaO,1131639784.324,103.961,47.124,17.881,L1,172.021103,1
KRaaElNqDB,1128404131.426,144.642,120.558,8.976,L1,155.97995,0.188
nV1oJDUkvE,1134870560.117,3404.239,13.013,20.843,H1,6796.192383,5.273
LQ4sDMpM8b,1134620748.922,2646.187,17.422,79.63,L1,5280.089355,5.5
AqjpSsewWK,1137220475.047,3743.019,13.768,11.65,H1,7467.172363,2.52
YXT82kzrGJ,1128432632.254,158.524,134.965,7.795,L1,69.029388,0.039
6okq4aX0fJ,1136034206.938,2375.678,23.511,17.502,H1,4730.870605,3.5
EMblTjaho5,1126843408.297,49.285,48.394,8.314,H1,19.97254,0.5
lyxbKlOO27,1131622542.922,61.445,59.708,14.017,H1,38.22551,0.875
o9WyT3Lcyw,1128667822.998,207.974,225.349,9.425,H1,337.349854,0.203
5fUGg3yyjh,1132674835.625,3762.222,30.468,15.955,L1,7499.561523,2.563
bYXvKARcD9,1134785165.666,1426.454,1176.064,7.716,H1,2129.876221,0.007
0ZyGTtfDFL,1135592804.242,3978.313,13.013,42.669,L1,7944.340332,7.088
wtEfDdkv0z,1135870056.755,447.433,211.477,17.639,H1,810.202271,0.156
avLhElhacc,1132140352.258,2866.375,324.754,141.552,H1,5714.513184,2.25
nCo7VVIQsI,1129003207.203,68.829,59.089,12.48,H1,41.13155,0.563
1bQoHx48gh,1133743972.813,2645.822,10.771,8.943,L1,5280.820313,1.75
ZL19oo4ycX,1130553736.85,286.556,89.676,49.025,L1,537.211121,1.125
dRQtsx4f2Z,1134877085.056,2630.882,170.654,26.649,H1,5249.479004,2.75
NvDzz0BOjx,1135602947.094,3808.556,10.88,10.413,L1,7604.82666,3.082
AjEFwC4RrZ,1135664763.25,3306.798,13.64,9.146,L1,6586.765625,2.5
G4G19SZidd,1134919557.92,3189.14,163.105,7.513,L1,6135.234375,0.484
vaYysGSAYP,1129166760.787,1075.919,65.684,179.093,H1,2087.836914,1.88
jrMUc08dCq,1135870594.25,2488.938,15.57,9.614,H1,4948.671875,3.5
lsBRhnCxor,1128934124.663,990.461,417.4,72.054,L1,1916.922485,0.438
Q0CXs5zutB,1132948578.984,1916.024,10.501,13.977,L1,3819.762939,2
uNW9jwOdlf,1133683530.875,2825.126,31.642,11.512,H1,5610.156738,1.5
JblTgHeJ3i,1134908982.412,2631.617,101.852,46.048,H1,5248.009766,0.875
N5b4FRXonv,1129968026.164,57.157,27.9,31.373,H1,85.342102,0.328
teugqi3KY8,1136461283.667,1502.506,111.128,21.041,H1,2989.787842,2.517
VBw5VpJp4G,1134787045.086,3794.754,13.013,17.906,H1,7577.223633,5.25
idR10QDSkm,1133361945.798,2977.259,111.128,9.648,H1,5869.854492,0.119
ZRkGHvmYZN,1135057726.211,3303.896,13.013,12.127,H1,6592.568848,2.033
qp8tK89lE5,1136035993.969,3584.23,44.642,9.48,H1,7127.259277,0.75
Y5gAZyS8rR,1128896483.824,448.036,225.349,40.956,H1,817.473694,0.313
H9fCSnPj4e,1133936778.875,2965.156,18.651,8.204,L1,5894.05957,1.5
VvykPZ3GoG,1128779800.436,198.044,171.213,9.739,H1,217.298889,1.573
0C6jSguPIs,1128404103.145,166.702,120.558,8.078,L1,111.860588,0.031
LW20qQo9Tc,1131368693.116,239.744,170.654,25.371,H1,416.502533,0.25
xCTMzLgYBM,1136406702.394,1547.489,111.128,18.867,H1,3079.754395,1.078
RYkN0RFSHG,1132212977.798,2083.811,498.708,78.61,H1,4138.649902,1.5
kSRcMDRUBO,1130541252.969,1326.259,61.515,12.796,H1,2567.855225,0.875
GVCojp5E12,1132604366.611,292.887,211.477,15.262,H1,524.549744,0.438
XAbOATLFPB,1132546486.313,383.578,64.915,8.233,L1,639.15564,0.75
T6Y6y0Lv5G,1132213011.682,860.915,324.754,73.962,H1,1677.341187,0.375
3ORuIrMLqT,1133137451.438,3986.212,28.599,12.968,L1,7928.541504,2.75
nvdyphEikS,1133492157.813,106.73,64.915,10.511,L1,93.139809,0.875
vsKKKS9ull,1133203229.409,352.957,137.711,39.483,H1,670.013184,0.563
h3HJu9tDhH,1133952821.147,1252.939,137.711,136.957,H1,2476.906494,1.625
OgK6LHV5cm,1132597460.239,458.77,211.477,11.332,H1,787.527283,0.039
xelwtuJgd7,1134885260,3903.846,211.477,3105.547,H1,7795.407715,6.5
vrvq78rsgb,1132992224.128,665.719,211.477,46.836,H1,1286.948853,0.563
JtLFk6uDTT,1136623829.906,3202.103,15.513,24.762,H1,6388.981445,3.5
mxfFjYyNCa,1134158823.313,2647.432,30.169,9.725,H1,5272.208984,2.5
qrqEZp0vjk,1128125232.423,169.347,121.663,11.625,L1,274.693451,0.219
pQyzGkEeSg,1130903152.359,420.682,59.708,13.088,H1,756.700317,0.688
FdIoWKLe5W,1128248726.721,98.79,80.667,12.343,H1,133.579987,0.125
5VbzA0xxkB,1134817223.031,2412.213,10.88,8.486,L1,4809.203125,1
2ysS9ed2Gj,1133446220.319,286.556,111.128,53.637,H1,537.211121,0.75
p6sg2GwHKH,1130262857.148,2473.981,13.013,16.869,L1,4932.738281,2.25
qGK5qtded9,1137221404.834,1827.218,1527.022,11.727,L1,1630.244751,0.166
kXREQ7NQha,1132715830.109,926.151,211.477,24.986,H1,1768.052124,0.399
NBu1HXODYz,1128218920.319,1322.492,339.876,207.212,H1,2580.983154,1.888
qItMObyVX2,1136288925.605,3560.35,652.047,7.905,L1,5846.623047,0.673
vhqc2CYthV,1136816702.75,3980.658,17.774,9.91,L1,7939.649414,16.5
tOOsvRMvKC,1130817323.329,162.945,111.128,21.054,H1,257.569977,0.375
vAKL0dv5RA,1130219480.969,66.508,60.429,11.923,H1,28.09918,1
SyXAbDdQAi,1135859719.864,3895.04,211.477,19.665,H1,7705.416504,0.287
Ik37aAmN70,1127320987.232,545.749,99.672,12.603,H1,1012.899963,0.938
S2WHTTUrh6,1128331582.616,994.111,149.414,12.18,H1,1909.623413,0.188
zSC54Lal1p,1132945462.107,2660.196,211.477,37.204,H1,5252.071777,0.625
8uYGGbTRq1,1132625563.223,103.961,47.124,23.352,H1,172.021103,1.25
beFFeFRzx7,1134478161.625,442.911,211.477,24.341,H1,819.245728,0.188
BVpTYl509R,1127309271.815,1216.381,183.495,28.396,H1,2354.164307,0.469
doQVIREP8I,1136293318.875,2925.57,11.327,37.973,L1,5835.916504,4.75
TuqpmtWIj5,1132923071.884,206.987,170.654,11.707,H1,309.057831,0.063
A8tpK3ZZv7,1135034836.481,365.148,211.477,14.56,H1,645.632141,0.102
5L3IFMvXCm,1128141587.198,1212.732,225.349,302.106,H1,2361.463379,2.297
118APZXBug,1132534228.171,1259.479,137.711,16.975,L1,2463.826172,0.313
BxqqNjh4VN,1127425534.938,1944.64,39.475,1238.459,L1,3825.279297,5.547
kwfvmV7VEK,1127654554.385,83.413,53.485,65.077,L1,102.826599,1.125
1w3HPi90Z4,1136265035.375,3244.309,10.179,53.412,L1,6478.70459,8
1C2JBW7KpY,1135102785.047,3808.556,17.422,139.266,L1,7604.82666,7.754
TI8DStfIX4,1136278682.125,3979.047,12.163,19.175,L1,7942.870605,4.617
LIAoKktuy8,1127111466.969,1212.732,40.781,93.85,H1,2361.463379,7.75
nO3XnlFye0,1129199353.358,662.101,149.414,74.626,H1,1260.201172,0.438
emhwbFvKBs,1133787492.272,671.677,170.654,27.766,H1,1275.033447,0.375
UWwq1ojfrU,1131063669.662,3698.458,89.676,83.563,H1,7387.001465,1.597
OPltjycZFB,1128388970.559,158.524,134.965,7.943,L1,69.029388,0.039
LFtvutSUqH,1134483185.813,1853.202,20.755,11.217,H1,3677.432861,2
cQl1WTd8Sb,1129802340.134,1818.097,2025.31,17.042,H1,3539.667725,0.088
aBkbkUaEIg,1132601386.615,2845.455,89.676,19.07,H1,5622.589355,0.375
